client_id,target
test_Client_0,0.3443243243243243
test_Client_1,0.24681818181818188
test_Client_10,0.21459459459459457
test_Client_100,0.05900000000000001
test_Client_1000,0.07641509433962262
test_Client_10000,0.2041666666666667
test_Client_10001,0.1036363636363636
test_Client_10002,0.37961038961038956
test_Client_10003,0.27526315789473677
test_Client_10004,0.39483870967741946
test_Client_10005,0.11750000000000003
test_Client_10006,0.025
test_Client_10007,0.24411764705882355
test_Client_10008,0.046785714285714285
test_Client_10009,0.1381481481481482
test_Client_1001,0.2882098765432101
test_Client_10010,0.20659090909090908
test_Client_10011,0.07050000000000002
test_Client_10012,0.06057142857142859
test_Client_10013,0.1816216216216216
test_Client_10014,0.2211111111111111
test_Client_10015,0.06310344827586208
test_Client_10016,0.13228571428571428
test_Client_10017,0.056516853932584245
test_Client_10018,0.06394736842105264
test_Client_10019,0.24812499999999998
test_Client_1002,0.09236842105263156
test_Client_10020,0.09400000000000001
test_Client_10021,0.3083333333333334
test_Client_10022,0.10750000000000003
test_Client_10023,0.2951515151515153
test_Client_10024,0.01833333333333334
test_Client_10025,0.1552631578947369
test_Client_10026,0.065
test_Client_10027,0.20483333333333328
test_Client_10028,0.3288888888888889
test_Client_10029,0.1824242424242424
test_Client_1003,0.01
test_Client_10030,0.03923076923076923
test_Client_10031,0.1575641025641026
test_Client_10032,0.03529411764705882
test_Client_10033,0.1353846153846154
test_Client_10034,0.025689655172413804
test_Client_10035,0.1440540540540541
test_Client_10036,0.19543859649122805
test_Client_10037,0.2319354838709677
test_Client_10038,0.09055555555555553
test_Client_10039,0.1536363636363636
test_Client_1004,0.2602173913043478
test_Client_10040,0.09000000000000002
test_Client_10041,0.34
test_Client_10042,0.18571428571428578
test_Client_10043,0.1411290322580646
test_Client_10044,0.18378378378378377
test_Client_10045,0.07
test_Client_10046,0.13750000000000004
test_Client_10047,0.20057971014492756
test_Client_10048,0.07000000000000002
test_Client_10049,0.09210526315789473
test_Client_1005,0.04
test_Client_10050,0.04666666666666667
test_Client_10051,0.153
test_Client_10052,0.252
test_Client_10053,0.20604938271604945
test_Client_10054,0.09611111111111108
test_Client_10055,0.1511428571428571
test_Client_10056,0.22788461538461535
test_Client_10057,0.07759999999999999
test_Client_10058,0.086
test_Client_10059,0.01
test_Client_1006,0.09166666666666667
test_Client_10060,0.1566666666666667
test_Client_10061,0.374
test_Client_10062,0.19500000000000003
test_Client_10063,0.21775000000000003
test_Client_10064,0.03882352941176473
test_Client_10065,0.13
test_Client_10066,0.37521126760563384
test_Client_10067,0.112
test_Client_10068,0.07
test_Client_10069,0.038
test_Client_1007,0.05600000000000001
test_Client_10070,0.1544444444444445
test_Client_10071,0.01
test_Client_10072,0.38999999999999996
test_Client_10073,0.040909090909090916
test_Client_10074,0.06533333333333334
test_Client_10075,0.20125
test_Client_10076,0.4923076923076923
test_Client_10077,0.05157894736842108
test_Client_10078,0.1176923076923077
test_Client_10079,0.01
test_Client_1008,0.19476190476190475
test_Client_10080,0.225
test_Client_10081,0.12190476190476189
test_Client_10082,0.08573529411764703
test_Client_10083,0.13888888888888887
test_Client_10084,0.0473809523809524
test_Client_10085,0.03
test_Client_10086,0.29
test_Client_10087,0.07187500000000002
test_Client_10088,0.05100000000000001
test_Client_10089,0.2033333333333333
test_Client_1009,0.2752941176470588
test_Client_10090,0.13935483870967744
test_Client_10091,0.14923076923076922
test_Client_10092,0.0685294117647059
test_Client_10093,0.04428571428571428
test_Client_10094,0.2748780487804878
test_Client_10095,0.3791666666666666
test_Client_10096,0.25499999999999995
test_Client_10097,0.17300000000000001
test_Client_10098,0.068125
test_Client_10099,0.156
test_Client_101,0.4685106382978723
test_Client_1010,0.17630434782608698
test_Client_10100,0.375
test_Client_10101,0.19666666666666666
test_Client_10102,0.05194444444444447
test_Client_10103,0.17207317073170736
test_Client_10104,0.09
test_Client_10105,0.19440677966101697
test_Client_10106,0.08583333333333333
test_Client_10107,0.03851851851851853
test_Client_10108,0.03666666666666667
test_Client_10109,0.07125
test_Client_1011,0.17108108108108117
test_Client_10110,0.01
test_Client_10111,0.135
test_Client_10112,0.05526315789473685
test_Client_10113,0.08978260869565213
test_Client_10114,0.07975000000000002
test_Client_10115,0.04833333333333334
test_Client_10116,0.1
test_Client_10117,0.16552631578947366
test_Client_10118,0.21000000000000002
test_Client_10119,0.15156249999999996
test_Client_1012,0.060263157894736866
test_Client_10120,0.06945945945945947
test_Client_10121,0.10840909090909091
test_Client_10122,0.11305555555555559
test_Client_10123,0.020000000000000014
test_Client_10124,0.11605263157894737
test_Client_10125,0.06738095238095239
test_Client_10126,0.032
test_Client_10127,0.17722222222222228
test_Client_10128,0.21000000000000002
test_Client_10129,0.05200000000000001
test_Client_1013,0.08086206896551722
test_Client_10130,0.01
test_Client_10131,0.14210526315789473
test_Client_10132,0.18403846153846154
test_Client_10133,0.10750000000000001
test_Client_10134,0.02
test_Client_10135,0.16833333333333336
test_Client_10136,0.026216216216216226
test_Client_10137,0.1556626506024096
test_Client_10138,0.13719298245614034
test_Client_10139,0.0695238095238095
test_Client_1014,0.11289473684210527
test_Client_10140,0.19441176470588237
test_Client_10141,0.08769230769230768
test_Client_10142,0.19242424242424247
test_Client_10143,0.1482352941176471
test_Client_10144,0.04055555555555557
test_Client_10145,0.11083333333333334
test_Client_10146,0.03256410256410257
test_Client_10147,0.02416666666666667
test_Client_10148,0.22166666666666662
test_Client_10149,0.055466666666666636
test_Client_1015,0.0033333333333333335
test_Client_10150,0.10666666666666667
test_Client_10151,0.185
test_Client_10152,0.11738095238095235
test_Client_10153,0.11304347826086956
test_Client_10154,0.11862068965517239
test_Client_10155,0.162
test_Client_10156,0.05800000000000001
test_Client_10157,0.12192771084337353
test_Client_10158,0.0627906976744186
test_Client_10159,0.09884615384615383
test_Client_1016,0.15564102564102564
test_Client_10160,0.023636363636363636
test_Client_10161,0.17264705882352938
test_Client_10162,0.16571428571428573
test_Client_10163,0.2147058823529412
test_Client_10164,0.06847826086956518
test_Client_10165,0.1043478260869565
test_Client_10166,0.09999999999999999
test_Client_10167,0.1406896551724138
test_Client_10168,0.185
test_Client_10169,0.19666666666666668
test_Client_1017,0.01
test_Client_10170,0.08461538461538463
test_Client_10171,0.11
test_Client_10172,0.13692307692307695
test_Client_10173,0.08097560975609754
test_Client_10174,0.17912499999999992
test_Client_10175,0.1318181818181818
test_Client_10176,0.2015625
test_Client_10177,0.12187500000000001
test_Client_10178,0.03694444444444446
test_Client_10179,0.1625
test_Client_1018,0.2783333333333334
test_Client_10180,0.3371052631578947
test_Client_10181,0.1472222222222222
test_Client_10182,0.0625
test_Client_10183,0.115
test_Client_10184,0.03333333333333333
test_Client_10185,0.125
test_Client_10186,0.12942857142857142
test_Client_10187,0.1497368421052631
test_Client_10188,0.1678947368421053
test_Client_10189,0.048
test_Client_1019,0.24653846153846168
test_Client_10190,0.1282051282051282
test_Client_10191,0.22444444444444445
test_Client_10192,0.20235294117647062
test_Client_10193,0.1
test_Client_10194,0.02
test_Client_10195,0.035238095238095256
test_Client_10196,0.15666666666666665
test_Client_10197,0.2415384615384615
test_Client_10198,0.22703124999999993
test_Client_10199,0.08852941176470587
test_Client_102,0.14850000000000002
test_Client_1020,0.03285714285714287
test_Client_10200,0.0439189189189189
test_Client_10201,0.13216666666666665
